"pais","estratopri","cve_ent","prov","municipio","cve_mun","year","q2","vic1ext","b21a","b32","ing4","it1","pn4"
"México","Centro Occidente",14,"Jalisco","Atemajac de Brizuela","14010",2010,"22","0","Mucho","Mucho","De acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Ahualulco de Mercado","14003",2010,"62","0","Bastante","Nada","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Angel R. Cabada","30015",2010,"51","0","Moderado","Bastante","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Aljojuca","21012",2010,"47","0","Mucho","Mucho","Muy en desacuerdo","Muy confiable",NA
"México","Centro Occidente",22,"Querétaro","Corregidora","22006",2010,"68","0","Mucho","Mucho","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2010,"20","1","Mucho","Bastante","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",23,"Quintana Roo","Cozumel","23001",2010,"48","0","Moderado","Bastante","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Ahuatlán","21007",2010,"20","1","Poco","Bastante","Ni en acuerdo ni en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Acajete","30001",2010,"65","0","Bastante","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",24,"San Luis Potosí","Armadillo de los Infante","24004",2010,"28","0","Nada","Algo","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Abasolo","11001",2010,"40","1","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Bustamante","28006",2010,"47","0","Moderado","Muy poco","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","Altamirano","07004",2010,"39","0","Mucho","Moderado","Ligeramente en de acuerdo",NA,"Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Comonfort","11009",2010,"30","1","Algo","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Ocotlán","20007",2010,"28","0","Algo","Bastante","Ligeramente en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Cuyotepeji","20004",2010,"24","1","Algo","Bastante","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",32,"Zacatecas","Apozol","32001",2010,"21","0","Moderado","Moderado","Ligeramente en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Comonfort","11009",2010,"23","1","Nada","Moderado","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",24,"San Luis Potosí","Aquismón","24003",2010,"80","0","Bastante","Mucho","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Asientos","01002",2010,"38","0","Algo","Nada","Ligeramente en desacuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",19,"Nuevo León","Agualeguas","19002",2010,"34","0","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Cozumel","23001",2010,"20","0","Algo","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","La Antigua","30016",2010,"48","1","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Sur",23,"Quintana Roo","Cozumel","23001",2010,"34","0","Mucho","Nada","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Abasolo","11001",2010,"29","0","Algo","Poco",NA,"Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Acaponeta","18001",2010,"31","0","Mucho","Moderado","Ligeramente en de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",25,"Sinaloa","Badiraguato","25003",2010,"44","0","Moderado","Bastante",NA,"Nada confiable","Muy insatisfecho(a)"
"México","Centro Occidente",22,"Querétaro","Corregidora","22006",2010,"43","0","Moderado","Bastante","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",24,"San Luis Potosí","Aquismón","24003",2010,"37","1","Muy poco","Bastante","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Atenango del Río","12008",2010,"26","0","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Playas de Rosarito","02005",2010,"22","0","Nada","Nada",NA,"Nada confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Atlacomulco","15014",2010,"26","1","Moderado","Algo","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Atemajac de Brizuela","14010",2010,"35","0","Moderado","Moderado","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Arcelia","12007",2010,"18","0","Moderado","Bastante","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Cuyotepeji","20004",2010,"28","0","Poco","Mucho",NA,"Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Miguel Hidalgo","09016",2010,"29","0","Nada","Algo","Muy de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Cozumel","23001",2010,"53","1","Mucho","Moderado","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Acajete","30001",2010,"37","0","Algo","Nada","En desacuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Apaxtla","12006",2010,"44","0","Bastante","Moderado",NA,"Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zitácuaro","16112",2010,"26","0","Moderado","Algo","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro",15,"México","Aculco","15003",2010,"41","1","Nada","Moderado","De acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Agualeguas","19002",2010,"69","0","Moderado","Mucho","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Angostura","25002",2010,"42","0",NA,"Moderado",NA,NA,NA
"México","Norte",28,"Tamaulipas","Antiguo Morelos","28004",2010,"24","0","Mucho","Muy poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",22,"Querétaro","Huimilpan","22008",2010,"22","0","Mucho","Bastante",NA,"Poco confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Bustamante","28006",2010,"18","0","Muy poco","Poco","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Xochimilco","09013",2010,"22","1","Nada","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2010,"20","1","Moderado","Mucho","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",17,"Morelos","Axochiapan","17003",2010,"64","0","Poco","Moderado","De acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Amatitlán","30012",2010,"68","1","Bastante","Bastante","Muy de acuerdo","Algo confiable",NA
"México","Sur",20,"Oaxaca","Asunción Cuyotepeji","20004",2010,"20","0","Nada","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Apodaca","19006",2010,"44","0","Mucho","Poco","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Guanajuato","11015",2010,"21","1","Algo","Algo","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Acatlán","13001",2010,"42","0","Moderado","Nada","De acuerdo","Nada confiable","Satisfecho(a)"
"México","Norte",26,"Sonora","Altar","26004",2010,"21","0","Bastante","Bastante","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2010,"60","1","Muy poco","Poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","Abasolo","11001",2010,"24","0","Poco","Nada","Muy en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Allende","05003",2010,"39","0","Bastante","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Agualeguas","19002",2010,"46","1","Bastante","Bastante","Ligeramente en de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Batopilas de Manuel Gómez Morín","08008",2010,"40","1","Bastante","Moderado","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Playas de Rosarito","02005",2010,"57","0","Moderado","Poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Ahuatlán","21007",2010,"29","0","Moderado","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Cuyotepeji","20004",2010,"62","0","Bastante","Mucho","Ni en acuerdo ni en desacuerdo","Muy confiable",NA
"México","Sur",30,"Veracruz de Ignacio de la Llave","Acultzingo","30006",2010,"31","0","Moderado","Poco","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Arcelia","12007",2010,"18","0","Nada","Nada",NA,"Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Chiautla","15028",2010,"30","1","Muy poco","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2010,"55","0","Moderado","Bastante","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","Agua Blanca de Iturbide","13004",2010,"76","0","Mucho","Moderado","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",17,"Morelos","Axochiapan","17003",2010,"40","1","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Atlixtac","12010",2010,"35","1","Moderado","Moderado","Muy de acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Amatitlán","30012",2010,"55","1","Nada","Nada","Muy de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zitácuaro","16112",2010,"29","1","Poco","Algo","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Angel R. Cabada","30015",2010,"65","1","Bastante","Nada","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",29,"Tlaxcala","Atlangatepec","29003",2010,"26","0","Bastante","Bastante","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Ahuatlán","21007",2010,"67","0","Poco","Poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Huehuetoca","15035",2010,"48","0","Poco","Mucho","Ligeramente en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Playas de Rosarito","02005",2010,"53","1","Algo","Poco","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2010,"28","0","Mucho","Mucho","Muy de acuerdo","Nada confiable","Satisfecho(a)"
"México","Norte",8,"Chihuahua","Ascensión","08005",2010,"43","0","Muy poco","Algo","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",15,"México","Huehuetoca","15035",2010,"23","0","Algo","Mucho","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Abasolo","28001",2010,"46","0","Moderado","Poco","En desacuerdo","Algo confiable","Muy satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Arteaga","16010",2010,"52","0","Algo","Moderado","De acuerdo","Muy confiable",NA
"México","Centro Occidente",1,"Aguascalientes","Aguascalientes","01001",2010,"34","0","Bastante","Algo","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",10,"Durango","Canelas","10002",2010,"45","0","Moderado","Bastante","Ligeramente en de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Ahualulco de Mercado","14003",2010,"49","0","Moderado","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",22,"Querétaro","Arroyo Seco","22003",2010,"29","1","Nada","Bastante","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","Ajacuba","13005",2010,"59","0","Bastante","Algo","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Autlán de Navarro","14015",2010,"24","0","Nada","Moderado","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Candela","05005",2010,"40","0","Nada","Nada","Ligeramente en de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",2,"Baja California","San Quintín","02006",2010,"37","0","Moderado","Moderado","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Asientos","01002",2010,"28","0","Nada","Algo","De acuerdo","Nada confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Ocotlán","20007",2010,"35","0","Moderado","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Cuyotepeji","20004",2010,"32","0","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Atlahuilco","30020",2010,"29","0","Nada","Nada","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",15,"México","Axapusco","15016",2010,"27","0","Algo","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Acultzingo","30006",2010,"70","0","Poco","Moderado","Muy de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Aljojuca","21012",2010,"38","0","Algo","Algo","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",22,"Querétaro","Arroyo Seco","22003",2010,"18","0","Algo","Bastante","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Acultzingo","30006",2010,"48","1","Bastante","Muy poco","Muy de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Coyoacán","09003",2010,"18","1","Moderado","Mucho","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",15,"México","Ayapango","15017",2010,"74","0","Mucho","Moderado","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Ocotlán","20007",2010,"61","0","Bastante","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",22,"Querétaro","Arroyo Seco","22003",2010,"39","0","Poco","Poco","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Cozumel","23001",2010,"28","0","Bastante","Moderado","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Apodaca","19006",2010,"32","0","Bastante","Algo","Ligeramente en de acuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Agualeguas","19002",2010,"60","0","Mucho","Nada","Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Acolman","15002",2010,"22","1","Mucho","Bastante","De acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Tlalpan","09012",2010,"28","0","Algo","Moderado","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Chiautla","15028",2010,"31","1","Nada","Muy poco","Muy en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",26,"Sonora","Aconchi","26001",2010,"25","0",NA,NA,"Muy de acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Elota","25008",2010,"27","1","Moderado","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",32,"Zacatecas","Apozol","32001",2010,"48","0","Algo","Bastante","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",29,"Tlaxcala","Atlangatepec","29003",2010,"24","0","Algo","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Apaxtla","12006",2010,"56","0","Algo","Poco","Ligeramente en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",17,"Morelos","Axochiapan","17003",2010,"18","0","Algo","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Cerralvo","19011",2010,"29","0","Mucho","Mucho","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Bustamante","28006",2010,"73","0","Mucho","Bastante","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Ahuatlán","21007",2010,"55","0","Moderado","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Ahuacatlán","21006",2010,"46","0","Mucho","Bastante","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Acayucan","30003",2010,"21","1","Nada","Bastante","Ligeramente en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Norte",8,"Chihuahua","Batopilas de Manuel Gómez Morín","08008",2010,"35","1","Algo","Poco","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Apodaca","19006",2010,"53","1","Nada","Nada","En desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Atenango del Río","12008",2010,"25","0","Nada","Poco","Muy de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Sur",20,"Oaxaca","Asunción Cuyotepeji","20004",2010,"25","0","Nada","Moderado","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
